"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
-0.865133322129696,-0.865133322129696,0.604801082673077,-0.865133322129696,-0.865133322129696,0.654899145549301,-0.865133322129696,-0.865133322129696,-0.0259806925208433,0.654899145549301,-0.865133322129696,0,0,0,0
1.5157654757717,0.923371593109477,-0.865133322129696,-0.865133322129696,0.443007578389814,0.654899145549301,-0.865133322129696,-0.865133322129696,-0.72906390649467,2.12131283760752,-0.865133322129696,0,0,0,0
-0.865133322129696,-0.865133322129696,-0.865133322129696,-0.865133322129696,-0.865133322129696,-0.865133322129696,-0.865133322129696,-0.865133322129696,-0.865133322129696,-0.72906390649467,-0.865133322129696,0,0,0,0
1.11400745803652,-0.865133322129696,1.34424165389051,-0.0259806925208433,-0.865133322129696,0.654899145549301,-0.865133322129696,-0.865133322129696,0.323967966605029,2.12131283760752,-0.865133322129696,0,0,0,0
0.194092262612593,0.443007578389814,0.0512082837077189,-0.865133322129696,-0.865133322129696,0.604801082673077,-0.865133322129696,0.750110972602419,-0.865133322129696,2.17323304277881,-0.865133322129696,0,0,0,0
1.31353835668814,2.08561977115659,-0.865133322129696,0.443007578389814,0.0512082837077189,0.654899145549301,-0.865133322129696,0.194092262612593,-0.865133322129696,0.654899145549301,-0.865133322129696,0,0,0,0
0.26050648358844,-0.865133322129696,0.499000962627599,-0.865133322129696,-0.865133322129696,0.654899145549301,-0.865133322129696,-0.865133322129696,-0.72906390649467,-0.865133322129696,-0.865133322129696,0,0,0,0
0.323967966605029,-0.865133322129696,-0.865133322129696,-0.865133322129696,1.28216020799867,0.654899145549301,1.28216020799867,-0.865133322129696,-0.865133322129696,2.17323304277881,-0.865133322129696,0,0,0,0
1.11400745803652,-0.865133322129696,1.34424165389051,-0.0259806925208433,-0.865133322129696,0.654899145549301,-0.865133322129696,-0.865133322129696,0.323967966605029,2.17323304277881,-0.865133322129696,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.881987585534,0.384728127539641,-0.865133322129696,-0.865133322129696,-0.865133322129696,0.654899145549301,-0.865133322129696,-0.865133322129696,-0.72906390649467,2.12131283760752,-0.865133322129696,0,0,0,0
